#tau,             sim_time,         sim_time_stDev,   exit_time,        exit_time_stDev,  N*,               det_rate_ratio,   thickness,        thick_stDev,      n_deaths,         n_detachments,    n_immigrations,   n_replications,   n_tau_halves      
2.0000E-01,       1.1471E+05,       1.8085E+05,       0.0000E+00,       0.0000E+00,       8.5000E-01,       4.8140E-02,       7.0000E-01,       1.0809E+00,       2.1030E+03,       4.5200E+03,       4.8182E+03,       2.5142E+03,       1.4650E+01        
2.0000E-01,       3.2637E+04,       9.7553E+02,       0.0000E+00,       0.0000E+00,       8.5000E-01,       5.1460E-02,       0.0000E+00,       0.0000E+00,       1.6777E+03,       4.7869E+03,       4.8138E+03,       2.0656E+03,       1.0550E+01        
2.0000E-01,       3.1908E+04,       8.8124E+02,       0.0000E+00,       0.0000E+00,       8.5000E-01,       5.4780E-02,       0.0000E+00,       0.0000E+00,       1.6236E+03,       4.9440E+03,       4.8001E+03,       2.1653E+03,       1.0950E+01        
2.0000E-01,       3.0975E+04,       6.9362E+02,       0.0000E+00,       0.0000E+00,       8.5000E-01,       5.8100E-02,       0.0000E+00,       0.0000E+00,       1.5828E+03,       5.1020E+03,       4.8237E+03,       2.2418E+03,       1.1100E+01        
2.0000E-01,       3.0259E+04,       7.3473E+02,       0.0000E+00,       0.0000E+00,       8.5000E-01,       6.1420E-02,       0.0000E+00,       0.0000E+00,       1.5425E+03,       5.2215E+03,       4.8172E+03,       2.3234E+03,       1.0900E+01        
2.0000E-01,       2.9608E+04,       5.2079E+02,       0.0000E+00,       0.0000E+00,       8.5000E-01,       6.4740E-02,       0.0000E+00,       0.0000E+00,       1.4938E+03,       5.3590E+03,       4.8202E+03,       2.3977E+03,       1.1550E+01        
2.0000E-01,       2.8871E+04,       6.7064E+02,       0.0000E+00,       0.0000E+00,       8.5000E-01,       6.8060E-02,       0.0000E+00,       0.0000E+00,       1.4477E+03,       5.4522E+03,       4.7860E+03,       2.4694E+03,       1.2150E+01        
2.0000E-01,       2.7834E+04,       6.8140E+02,       0.0000E+00,       0.0000E+00,       8.5000E-01,       7.1380E-02,       0.0000E+00,       0.0000E+00,       1.4250E+03,       5.5683E+03,       4.7995E+03,       2.5370E+03,       1.2900E+01        
2.0000E-01,       4.5826E+06,       3.6057E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       8.3000E-03,       1.2800E+01,       7.6777E-01,       1.2164E+04,       7.1405E+02,       4.7764E+03,       1.3859E+04,       8.6100E+01        
2.0000E-01,       4.1869E+06,       3.7196E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       1.1620E-02,       1.2000E+01,       7.2548E-01,       1.1398E+04,       9.9975E+02,       4.8182E+03,       1.3020E+04,       7.7000E+01        
2.0000E-01,       4.4045E+06,       4.2415E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       1.4940E-02,       1.0800E+01,       9.5145E-01,       1.0520E+04,       1.3292E+03,       4.8107E+03,       1.1976E+04,       7.8600E+01        
2.0000E-01,       3.9876E+06,       2.2703E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       1.8260E-02,       1.0100E+01,       6.4072E-01,       9.8232E+03,       1.6025E+03,       4.7899E+03,       1.1250E+04,       7.3950E+01        
2.0000E-01,       3.3985E+06,       2.8652E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       2.1580E-02,       8.9000E+00,       8.5224E-01,       9.0061E+03,       1.9151E+03,       4.8238E+03,       1.0256E+04,       6.6550E+01        
2.0000E-01,       2.7768E+06,       2.2507E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       2.4900E-02,       7.8500E+00,       6.7082E-01,       8.2244E+03,       2.2552E+03,       4.8250E+03,       9.3986E+03,       6.4950E+01        
2.0000E-01,       2.0613E+06,       2.4935E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       2.8220E-02,       6.9000E+00,       7.1818E-01,       7.4052E+03,       2.5406E+03,       4.7907E+03,       8.4455E+03,       5.8250E+01        
2.0000E-01,       1.5734E+06,       1.9479E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       3.1540E-02,       6.0000E+00,       7.2548E-01,       6.7014E+03,       2.8689E+03,       4.8259E+03,       7.6529E+03,       5.4350E+01        
2.0000E-01,       1.1960E+06,       2.6321E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       3.4860E-02,       4.9000E+00,       7.1818E-01,       5.7049E+03,       3.1804E+03,       4.7926E+03,       6.5823E+03,       4.6650E+01        
2.0000E-01,       6.4248E+05,       2.0189E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       3.8180E-02,       3.2000E+00,       5.2315E-01,       4.2164E+03,       3.5770E+03,       4.7991E+03,       4.7721E+03,       3.3650E+01        
2.0000E-01,       3.2500E+05,       2.2935E+05,       0.0000E+00,       0.0000E+00,       8.7500E-01,       4.1500E-02,       1.9500E+00,       1.0501E+00,       3.0756E+03,       3.9756E+03,       4.8234E+03,       3.4576E+03,       2.4050E+01        
2.0000E-01,       4.6554E+04,       3.2233E+04,       0.0000E+00,       0.0000E+00,       8.7500E-01,       4.4820E-02,       2.0000E-01,       4.1039E-01,       1.8565E+03,       4.3700E+03,       4.7938E+03,       1.9496E+03,       1.1700E+01        
2.0000E-01,       4.0710E+04,       3.4742E+04,       0.0000E+00,       0.0000E+00,       8.7500E-01,       4.8140E-02,       5.0000E-02,       2.2361E-01,       1.7866E+03,       4.5882E+03,       4.7919E+03,       2.0198E+03,       9.7500E+00        
2.0000E-01,       3.2411E+04,       4.2343E+02,       0.0000E+00,       0.0000E+00,       8.7500E-01,       5.1460E-02,       0.0000E+00,       0.0000E+00,       1.6781E+03,       4.7672E+03,       4.7799E+03,       2.0761E+03,       1.1200E+01        
2.0000E-01,       3.0969E+04,       4.5314E+02,       0.0000E+00,       0.0000E+00,       8.7500E-01,       5.4780E-02,       0.0000E+00,       0.0000E+00,       1.6366E+03,       4.9131E+03,       4.7774E+03,       2.1676E+03,       1.1650E+01        
2.0000E-01,       3.0033E+04,       5.0698E+02,       0.0000E+00,       0.0000E+00,       8.7500E-01,       5.8100E-02,       0.0000E+00,       0.0000E+00,       1.5899E+03,       5.0857E+03,       4.8099E+03,       2.2501E+03,       1.2250E+01        
2.0000E-01,       2.9365E+04,       4.3992E+02,       0.0000E+00,       0.0000E+00,       8.7500E-01,       6.1420E-02,       0.0000E+00,       0.0000E+00,       1.5437E+03,       5.2107E+03,       4.8071E+03,       2.3189E+03,       1.1200E+01        
2.0000E-01,       2.8423E+04,       4.8355E+02,       0.0000E+00,       0.0000E+00,       8.7500E-01,       6.4740E-02,       0.0000E+00,       0.0000E+00,       1.4793E+03,       5.3474E+03,       4.8064E+03,       2.3828E+03,       1.1150E+01        
2.0000E-01,       2.7924E+04,       3.7217E+02,       0.0000E+00,       0.0000E+00,       8.7500E-01,       6.8060E-02,       0.0000E+00,       0.0000E+00,       1.4502E+03,       5.4734E+03,       4.8194E+03,       2.4543E+03,       1.2150E+01        
2.0000E-01,       2.7053E+04,       4.1260E+02,       0.0000E+00,       0.0000E+00,       8.7500E-01,       7.1380E-02,       0.0000E+00,       0.0000E+00,       1.4264E+03,       5.5382E+03,       4.8183E+03,       2.4899E+03,       1.0300E+01        
2.0000E-01,       3.6177E+06,       3.6130E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       8.3000E-03,       1.0900E+01,       8.5224E-01,       1.0852E+04,       7.5255E+02,       4.8054E+03,       1.1828E+04,       7.6000E+01        
2.0000E-01,       3.3579E+06,       2.8871E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       1.1620E-02,       1.0150E+01,       7.4516E-01,       1.0365E+04,       1.0419E+03,       4.8120E+03,       1.1336E+04,       7.3050E+01        
2.0000E-01,       2.8879E+06,       2.7197E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       1.4940E-02,       9.3500E+00,       4.8936E-01,       9.5907E+03,       1.3631E+03,       4.8149E+03,       1.0464E+04,       7.0900E+01        
2.0000E-01,       2.2952E+06,       2.8966E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       1.8260E-02,       7.8500E+00,       8.1273E-01,       8.3914E+03,       1.6913E+03,       4.7944E+03,       9.0124E+03,       6.4050E+01        
2.0000E-01,       2.0817E+06,       2.8091E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       2.1580E-02,       7.3000E+00,       8.0131E-01,       7.9201E+03,       1.9930E+03,       4.8298E+03,       8.5908E+03,       5.7850E+01        
2.0000E-01,       1.7632E+06,       1.7849E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       2.4900E-02,       6.3500E+00,       6.7082E-01,       7.1324E+03,       2.3305E+03,       4.8216E+03,       7.7282E+03,       5.6250E+01        
2.0000E-01,       1.2887E+06,       2.4268E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       2.8220E-02,       4.7500E+00,       9.1047E-01,       6.0831E+03,       2.6727E+03,       4.7849E+03,       6.4632E+03,       4.6700E+01        
2.0000E-01,       1.0163E+06,       1.9171E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       3.1540E-02,       4.0500E+00,       8.8704E-01,       5.4044E+03,       2.9868E+03,       4.8096E+03,       5.7199E+03,       4.2050E+01        
2.0000E-01,       6.3153E+05,       1.6807E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       3.4860E-02,       2.9500E+00,       8.8704E-01,       4.2447E+03,       3.3621E+03,       4.7949E+03,       4.4936E+03,       3.2350E+01        
2.0000E-01,       2.9114E+05,       1.6249E+05,       0.0000E+00,       0.0000E+00,       9.0000E-01,       3.8180E-02,       1.8500E+00,       7.4516E-01,       3.0805E+03,       3.7268E+03,       4.8033E+03,       3.2166E+03,       2.4050E+01        
2.0000E-01,       6.4570E+04,       7.3982E+04,       0.0000E+00,       0.0000E+00,       9.0000E-01,       4.1500E-02,       3.5000E-01,       5.8714E-01,       2.0086E+03,       4.1523E+03,       4.7966E+03,       1.9510E+03,       1.1200E+01        
2.0000E-01,       3.3786E+04,       4.0640E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       4.4820E-02,       0.0000E+00,       0.0000E+00,       1.7703E+03,       4.4301E+03,       4.8217E+03,       1.8100E+03,       9.3000E+00        
2.0000E-01,       3.2716E+04,       3.7673E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       4.8140E-02,       0.0000E+00,       0.0000E+00,       1.7327E+03,       4.5984E+03,       4.8186E+03,       1.9350E+03,       9.8500E+00        
2.0000E-01,       3.1388E+04,       4.4178E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       5.1460E-02,       0.0000E+00,       0.0000E+00,       1.6824E+03,       4.7787E+03,       4.7802E+03,       2.0951E+03,       1.0550E+01        
2.0000E-01,       3.0736E+04,       3.7939E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       5.4780E-02,       0.0000E+00,       0.0000E+00,       1.6290E+03,       4.9409E+03,       4.7872E+03,       2.1799E+03,       1.0300E+01        
2.0000E-01,       2.9973E+04,       4.0559E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       5.8100E-02,       0.0000E+00,       0.0000E+00,       1.5892E+03,       5.0959E+03,       4.8197E+03,       2.2558E+03,       1.0300E+01        
2.0000E-01,       2.9217E+04,       4.8396E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       6.1420E-02,       0.0000E+00,       0.0000E+00,       1.5276E+03,       5.2259E+03,       4.8094E+03,       2.3179E+03,       1.1200E+01        
2.0000E-01,       2.8482E+04,       3.7002E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       6.4740E-02,       0.0000E+00,       0.0000E+00,       1.4779E+03,       5.3536E+03,       4.7839E+03,       2.4112E+03,       1.1900E+01        
2.0000E-01,       2.7851E+04,       3.2174E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       6.8060E-02,       0.0000E+00,       0.0000E+00,       1.4677E+03,       5.4670E+03,       4.8267E+03,       2.4579E+03,       1.1000E+01        
2.0000E-01,       2.7114E+04,       5.3754E+02,       0.0000E+00,       0.0000E+00,       9.0000E-01,       7.1380E-02,       0.0000E+00,       0.0000E+00,       1.4175E+03,       5.5603E+03,       4.8375E+03,       2.4873E+03,       1.1350E+01        
2.0000E-01,       2.9205E+06,       2.8171E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       8.3000E-03,       9.0500E+00,       8.2558E-01,       9.6066E+03,       7.8510E+02,       4.8047E+03,       9.8718E+03,       6.8750E+01        
2.0000E-01,       2.4812E+06,       2.4607E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       1.1620E-02,       8.1500E+00,       8.7509E-01,       8.7749E+03,       1.1000E+03,       4.7927E+03,       8.9630E+03,       6.3300E+01        
2.0000E-01,       2.1258E+06,       1.8679E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       1.4940E-02,       6.9500E+00,       6.0481E-01,       8.0386E+03,       1.4292E+03,       4.8030E+03,       8.0903E+03,       6.0000E+01        
2.0000E-01,       1.9476E+06,       2.5151E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       1.8260E-02,       6.4500E+00,       7.5915E-01,       7.6472E+03,       1.7360E+03,       4.8046E+03,       7.7881E+03,       5.7600E+01        
2.0000E-01,       1.4360E+06,       1.6586E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       2.1580E-02,       5.0500E+00,       6.0481E-01,       6.4740E+03,       2.0969E+03,       4.7923E+03,       6.4129E+03,       4.8700E+01        
2.0000E-01,       1.0805E+06,       1.3778E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       2.4900E-02,       3.9000E+00,       6.4072E-01,       5.6277E+03,       2.4640E+03,       4.7955E+03,       5.4361E+03,       4.2250E+01        
2.0000E-01,       8.6557E+05,       2.0540E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       2.8220E-02,       3.3500E+00,       7.4516E-01,       5.0026E+03,       2.7566E+03,       4.7937E+03,       4.8800E+03,       3.7000E+01        
2.0000E-01,       5.3247E+05,       2.0299E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       3.1540E-02,       2.3000E+00,       6.5695E-01,       3.9747E+03,       3.1635E+03,       4.7827E+03,       3.8343E+03,       2.7850E+01        
2.0000E-01,       2.7432E+05,       2.0525E+05,       0.0000E+00,       0.0000E+00,       9.2500E-01,       3.4860E-02,       1.4000E+00,       8.2078E-01,       3.0052E+03,       3.5417E+03,       4.8119E+03,       2.7978E+03,       2.0800E+01        
2.0000E-01,       5.6248E+04,       4.9813E+04,       0.0000E+00,       0.0000E+00,       9.2500E-01,       3.8180E-02,       2.5000E-01,       5.5012E-01,       2.0143E+03,       3.9433E+03,       4.7969E+03,       1.7211E+03,       9.6500E+00        
2.0000E-01,       3.4186E+04,       2.8362E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       4.1500E-02,       0.0000E+00,       0.0000E+00,       1.8332E+03,       4.2116E+03,       4.7796E+03,       1.7089E+03,       7.8500E+00        
2.0000E-01,       3.3355E+04,       4.1237E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       4.4820E-02,       0.0000E+00,       0.0000E+00,       1.7704E+03,       4.4016E+03,       4.8025E+03,       1.8079E+03,       9.1000E+00        
2.0000E-01,       3.2672E+04,       4.0708E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       4.8140E-02,       0.0000E+00,       0.0000E+00,       1.7318E+03,       4.6107E+03,       4.8104E+03,       1.9521E+03,       8.7000E+00        
2.0000E-01,       3.1846E+04,       5.0080E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       5.1460E-02,       0.0000E+00,       0.0000E+00,       1.6765E+03,       4.7418E+03,       4.7740E+03,       2.0513E+03,       1.0500E+01        
2.0000E-01,       3.0757E+04,       3.4920E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       5.4780E-02,       0.0000E+00,       0.0000E+00,       1.6150E+03,       4.9391E+03,       4.8077E+03,       2.1452E+03,       1.0800E+01        
2.0000E-01,       2.9798E+04,       3.8393E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       5.8100E-02,       0.0000E+00,       0.0000E+00,       1.5723E+03,       5.0835E+03,       4.8000E+03,       2.2395E+03,       1.2100E+01        
2.0000E-01,       2.9075E+04,       3.7877E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       6.1420E-02,       0.0000E+00,       0.0000E+00,       1.5503E+03,       5.1948E+03,       4.8114E+03,       2.3115E+03,       1.1250E+01        
2.0000E-01,       2.8578E+04,       4.0581E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       6.4740E-02,       0.0000E+00,       0.0000E+00,       1.4930E+03,       5.3437E+03,       4.8015E+03,       2.3951E+03,       1.0750E+01        
2.0000E-01,       2.7921E+04,       4.1145E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       6.8060E-02,       0.0000E+00,       0.0000E+00,       1.4424E+03,       5.4932E+03,       4.8388E+03,       2.4555E+03,       1.1550E+01        
2.0000E-01,       2.6872E+04,       4.0818E+02,       0.0000E+00,       0.0000E+00,       9.2500E-01,       7.1380E-02,       0.0000E+00,       0.0000E+00,       1.4098E+03,       5.5581E+03,       4.8044E+03,       2.5131E+03,       1.1100E+01        
