#tau,             sim_time,         sim_time_stDev,   exit_time,        exit_time_stDev,  N*,               det_rate_ratio,   thickness,        thick_stDev,      n_deaths,         n_detachments,    n_immigrations,   n_replications,   n_tau_halves      
2.0000E-01,       1.2374E+07,       1.1899E+06,       0.0000E+00,       0.0000E+00,       7.7500E-01,       2.1580E-02,       1.6750E+01,       7.1635E-01,       1.4399E+04,       1.6054E+03,       4.8335E+03,       1.8439E+04,       1.0150E+02        
2.0000E-01,       1.5098E+07,       5.7071E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       2.4900E-02,       1.5800E+01,       6.1559E-01,       1.3550E+04,       1.8666E+03,       4.7666E+03,       1.7485E+04,       9.5300E+01        
2.0000E-01,       8.0327E+06,       5.8630E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       2.8220E-02,       1.5100E+01,       8.5224E-01,       1.2962E+04,       2.1107E+03,       4.7772E+03,       1.6825E+04,       8.9400E+01        
2.0000E-01,       7.2887E+06,       4.6506E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       3.1540E-02,       1.4100E+01,       7.8807E-01,       1.2125E+04,       2.4013E+03,       4.8135E+03,       1.5817E+04,       8.8950E+01        
2.0000E-01,       7.2749E+06,       5.3495E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       3.4860E-02,       1.3300E+01,       7.3270E-01,       1.1372E+04,       2.6645E+03,       4.8160E+03,       1.5037E+04,       8.2000E+01        
2.0000E-01,       5.7134E+06,       7.2142E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       3.8180E-02,       1.2300E+01,       1.1286E+00,       1.0479E+04,       2.9336E+03,       4.7905E+03,       1.3964E+04,       7.6700E+01        
2.0000E-01,       4.9446E+06,       4.7483E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       4.1500E-02,       1.1050E+01,       6.8633E-01,       9.5913E+03,       3.1877E+03,       4.7749E+03,       1.2898E+04,       7.4500E+01        
2.0000E-01,       4.3414E+06,       5.1691E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       4.4820E-02,       1.0300E+01,       7.3270E-01,       8.7910E+03,       3.4640E+03,       4.8222E+03,       1.1988E+04,       7.3400E+01        
2.0000E-01,       3.3432E+06,       6.1988E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       4.8140E-02,       9.0500E+00,       1.0990E+00,       7.5258E+03,       3.7753E+03,       4.8162E+03,       1.0483E+04,       6.4150E+01        
2.0000E-01,       2.3016E+06,       6.5971E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       5.1460E-02,       7.4000E+00,       1.0463E+00,       6.0559E+03,       4.1052E+03,       4.8100E+03,       8.6216E+03,       5.4450E+01        
2.0000E-01,       1.1774E+06,       6.4803E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       5.4780E-02,       4.9500E+00,       1.4318E+00,       4.1587E+03,       4.4764E+03,       4.7964E+03,       6.1145E+03,       3.7400E+01        
2.0000E-01,       3.9031E+05,       4.0142E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       5.8100E-02,       2.1500E+00,       2.1095E+00,       2.5511E+03,       4.8810E+03,       4.7929E+03,       3.8075E+03,       2.4600E+01        
2.0000E-01,       9.5897E+04,       1.3483E+05,       0.0000E+00,       0.0000E+00,       7.7500E-01,       6.1420E-02,       4.5000E-01,       9.9868E-01,       1.7040E+03,       5.1807E+03,       4.8072E+03,       2.6118E+03,       1.3550E+01        
2.0000E-01,       6.7686E+04,       9.0032E+04,       0.0000E+00,       0.0000E+00,       7.7500E-01,       6.4740E-02,       1.5000E-01,       6.7082E-01,       1.5627E+03,       5.3271E+03,       4.8184E+03,       2.4936E+03,       1.2600E+01        
2.0000E-01,       4.4545E+04,       1.9136E+03,       0.0000E+00,       0.0000E+00,       7.7500E-01,       6.8060E-02,       0.0000E+00,       0.0000E+00,       1.4507E+03,       5.4607E+03,       4.8035E+03,       2.4607E+03,       1.1700E+01        
2.0000E-01,       4.4150E+04,       1.4862E+03,       0.0000E+00,       0.0000E+00,       7.7500E-01,       7.1380E-02,       0.0000E+00,       0.0000E+00,       1.4282E+03,       5.5351E+03,       4.7844E+03,       2.5193E+03,       1.1400E+01        
2.0000E-01,       1.1565E+07,       4.9195E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       8.3000E-03,       1.8700E+01,       5.7124E-01,       1.6341E+04,       6.2395E+02,       4.8073E+03,       2.0228E+04,       1.0535E+02        
2.0000E-01,       9.8329E+06,       3.3735E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       1.1620E-02,       1.7550E+01,       6.0481E-01,       1.5269E+04,       8.8950E+02,       4.7908E+03,       1.8997E+04,       9.9000E+01        
2.0000E-01,       8.0344E+06,       3.0319E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       1.4940E-02,       1.6800E+01,       6.9585E-01,       1.4829E+04,       1.1569E+03,       4.8264E+03,       1.8453E+04,       9.8450E+01        
2.0000E-01,       7.1126E+06,       4.0336E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       1.8260E-02,       1.5900E+01,       7.1818E-01,       1.3736E+04,       1.4162E+03,       4.7976E+03,       1.7241E+04,       8.9500E+01        
2.0000E-01,       1.2617E+07,       3.6742E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       2.1580E-02,       1.5250E+01,       7.8640E-01,       1.3236E+04,       1.6539E+03,       4.7918E+03,       1.6712E+04,       9.2850E+01        
2.0000E-01,       6.0502E+06,       4.1796E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       2.4900E-02,       1.4350E+01,       6.7082E-01,       1.2473E+04,       1.9335E+03,       4.8029E+03,       1.5807E+04,       8.8550E+01        
2.0000E-01,       5.4708E+06,       2.7970E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       2.8220E-02,       1.3350E+01,       5.8714E-01,       1.1538E+04,       2.2309E+03,       4.7939E+03,       1.4787E+04,       8.8400E+01        
2.0000E-01,       3.9531E+06,       3.6465E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       3.1540E-02,       1.2450E+01,       8.8704E-01,       1.0905E+04,       2.4898E+03,       4.8053E+03,       1.4045E+04,       7.9450E+01        
2.0000E-01,       3.3866E+06,       4.4390E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       3.4860E-02,       1.1350E+01,       8.7509E-01,       9.8895E+03,       2.7717E+03,       4.8055E+03,       1.2830E+04,       7.6300E+01        
2.0000E-01,       2.8726E+06,       3.2900E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       3.8180E-02,       1.0100E+01,       7.1818E-01,       8.9723E+03,       3.0318E+03,       4.7955E+03,       1.1706E+04,       6.8300E+01        
2.0000E-01,       2.3162E+06,       3.6622E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       4.1500E-02,       9.0000E+00,       9.7333E-01,       7.8874E+03,       3.3673E+03,       4.8031E+03,       1.0452E+04,       6.5350E+01        
2.0000E-01,       1.8771E+06,       3.8423E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       4.4820E-02,       7.9500E+00,       9.9868E-01,       6.9636E+03,       3.6638E+03,       4.8046E+03,       9.3782E+03,       5.9750E+01        
2.0000E-01,       1.3027E+06,       4.2168E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       4.8140E-02,       6.4000E+00,       1.1877E+00,       5.6207E+03,       3.9783E+03,       4.8049E+03,       7.7300E+03,       4.8250E+01        
2.0000E-01,       6.6630E+05,       4.1770E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       5.1460E-02,       3.9000E+00,       1.6512E+00,       3.9543E+03,       4.3463E+03,       4.8022E+03,       5.4251E+03,       3.5800E+01        
2.0000E-01,       2.5526E+05,       3.0797E+05,       0.0000E+00,       0.0000E+00,       8.0000E-01,       5.4780E-02,       1.9000E+00,       1.7442E+00,       2.5417E+03,       4.7417E+03,       4.7987E+03,       3.5974E+03,       2.1800E+01        
2.0000E-01,       3.4503E+04,       1.0125E+04,       0.0000E+00,       0.0000E+00,       8.0000E-01,       5.8100E-02,       2.0000E-01,       5.2315E-01,       1.6116E+03,       5.0454E+03,       4.7990E+03,       2.3023E+03,       1.1800E+01        
2.0000E-01,       3.8751E+04,       3.5413E+04,       0.0000E+00,       0.0000E+00,       8.0000E-01,       6.1420E-02,       2.0000E-01,       6.9585E-01,       1.5824E+03,       5.2077E+03,       4.8142E+03,       2.4172E+03,       1.2450E+01        
2.0000E-01,       2.9688E+04,       1.1102E+03,       0.0000E+00,       0.0000E+00,       8.0000E-01,       6.4740E-02,       0.0000E+00,       0.0000E+00,       1.4904E+03,       5.3436E+03,       4.8319E+03,       2.3698E+03,       1.1350E+01        
2.0000E-01,       2.8631E+04,       7.4405E+02,       0.0000E+00,       0.0000E+00,       8.0000E-01,       6.8060E-02,       0.0000E+00,       0.0000E+00,       1.4482E+03,       5.4545E+03,       4.8130E+03,       2.4388E+03,       1.1300E+01        
2.0000E-01,       2.7985E+04,       6.2642E+02,       0.0000E+00,       0.0000E+00,       8.0000E-01,       7.1380E-02,       0.0000E+00,       0.0000E+00,       1.4200E+03,       5.5633E+03,       4.8098E+03,       2.5188E+03,       1.2400E+01        
2.0000E-01,       6.4159E+06,       3.2440E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       8.3000E-03,       1.6750E+01,       5.5012E-01,       1.4898E+04,       6.5320E+02,       4.7904E+03,       1.8080E+04,       9.9300E+01        
2.0000E-01,       5.7727E+06,       3.7712E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       1.1620E-02,       1.5600E+01,       8.2078E-01,       1.3947E+04,       9.1875E+02,       4.7419E+03,       1.6961E+04,       9.1700E+01        
2.0000E-01,       5.4497E+06,       3.3494E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       1.4940E-02,       1.5200E+01,       6.1559E-01,       1.3500E+04,       1.1870E+03,       4.7990E+03,       1.6480E+04,       9.5900E+01        
2.0000E-01,       4.9005E+06,       3.2181E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       1.8260E-02,       1.4050E+01,       8.2558E-01,       1.2628E+04,       1.4731E+03,       4.8453E+03,       1.5416E+04,       8.8000E+01        
2.0000E-01,       4.3684E+06,       3.9155E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       2.1580E-02,       1.2800E+01,       8.9443E-01,       1.1732E+04,       1.7672E+03,       4.8053E+03,       1.4398E+04,       8.2050E+01        
2.0000E-01,       3.9443E+06,       3.7507E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       2.4900E-02,       1.2000E+01,       6.4889E-01,       1.0984E+04,       2.0409E+03,       4.8206E+03,       1.3546E+04,       7.8100E+01        
2.0000E-01,       3.4150E+06,       3.6435E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       2.8220E-02,       1.1100E+01,       8.5224E-01,       1.0082E+04,       2.3315E+03,       4.8096E+03,       1.2539E+04,       7.8000E+01        
2.0000E-01,       2.9879E+06,       3.5216E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       3.1540E-02,       1.0150E+01,       8.1273E-01,       9.2707E+03,       2.5980E+03,       4.8205E+03,       1.1593E+04,       7.2950E+01        
2.0000E-01,       2.4952E+06,       3.0266E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       3.4860E-02,       9.1500E+00,       6.7082E-01,       8.3506E+03,       2.9002E+03,       4.7868E+03,       1.0566E+04,       6.9100E+01        
2.0000E-01,       2.0078E+06,       3.2185E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       3.8180E-02,       8.0000E+00,       8.5840E-01,       7.3498E+03,       3.2111E+03,       4.7858E+03,       9.3977E+03,       6.2000E+01        
2.0000E-01,       2.4366E+06,       3.9158E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       4.1500E-02,       6.6500E+00,       8.7509E-01,       6.4231E+03,       3.5384E+03,       4.8008E+03,       8.2454E+03,       5.3550E+01        
2.0000E-01,       1.7834E+06,       5.5978E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       4.4820E-02,       5.5500E+00,       1.1459E+00,       5.3884E+03,       3.8476E+03,       4.7979E+03,       7.0323E+03,       4.6450E+01        
2.0000E-01,       6.2031E+05,       4.0776E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       4.8140E-02,       2.8000E+00,       1.3611E+00,       3.2822E+03,       4.3000E+03,       4.8073E+03,       4.2938E+03,       2.5850E+01        
2.0000E-01,       2.7785E+05,       3.5308E+05,       0.0000E+00,       0.0000E+00,       8.2500E-01,       5.1460E-02,       1.2500E+00,       1.6182E+00,       2.4005E+03,       4.6584E+03,       4.8067E+03,       3.1516E+03,       1.9750E+01        
2.0000E-01,       5.0858E+04,       9.5162E+02,       0.0000E+00,       0.0000E+00,       8.2500E-01,       5.4780E-02,       0.0000E+00,       0.0000E+00,       1.6365E+03,       4.9210E+03,       4.7860E+03,       2.1709E+03,       1.0500E+01        
2.0000E-01,       4.7507E+04,       8.9270E+02,       0.0000E+00,       0.0000E+00,       8.2500E-01,       5.8100E-02,       0.0000E+00,       0.0000E+00,       1.5792E+03,       5.0722E+03,       4.8100E+03,       2.2320E+03,       1.1050E+01        
2.0000E-01,       4.3676E+04,       7.2173E+02,       0.0000E+00,       0.0000E+00,       8.2500E-01,       6.1420E-02,       0.0000E+00,       0.0000E+00,       1.5403E+03,       5.2057E+03,       4.7994E+03,       2.3168E+03,       1.0750E+01        
2.0000E-01,       4.2110E+04,       6.8271E+02,       0.0000E+00,       0.0000E+00,       8.2500E-01,       6.4740E-02,       0.0000E+00,       0.0000E+00,       1.4975E+03,       5.3478E+03,       4.8149E+03,       2.3906E+03,       1.1100E+01        
2.0000E-01,       4.3288E+04,       9.0379E+02,       0.0000E+00,       0.0000E+00,       8.2500E-01,       6.8060E-02,       0.0000E+00,       0.0000E+00,       1.4429E+03,       5.4896E+03,       4.8240E+03,       2.4607E+03,       1.2700E+01        
2.0000E-01,       4.2283E+04,       8.3868E+02,       0.0000E+00,       0.0000E+00,       8.2500E-01,       7.1380E-02,       0.0000E+00,       0.0000E+00,       1.4206E+03,       5.5622E+03,       4.8292E+03,       2.5008E+03,       1.1900E+01        
