#tau,             sim_time,         sim_time_stDev,   exit_time,        exit_time_stDev,  N*,               det_rate_ratio,   thickness,        thick_stDev,      n_deaths,         n_detachments,    n_immigrations,   n_replications,   n_tau_halves      
2.0000E-01,       7.1278E+06,       1.6186E+05,       1.9492E+02,       5.0901E+00,       6.0000E-01,       4.1500E-02,       2.1000E+01,       0.0000E+00,       1.2584E+04,       1.8681E+03,       3.8991E+03,       1.8896E+04,       9.1850E+01        
2.0000E-01,       6.2103E+06,       2.3739E+05,       1.9819E+02,       3.8461E+00,       6.0000E-01,       4.4820E-02,       2.1000E+01,       0.0000E+00,       1.2719E+04,       1.9950E+03,       3.9386E+03,       1.9120E+04,       9.1200E+01        
2.0000E-01,       7.1358E+06,       4.7062E+05,       2.0535E+02,       4.9770E+00,       6.0000E-01,       4.8140E-02,       2.1000E+01,       0.0000E+00,       1.3199E+04,       2.2711E+03,       4.1013E+03,       1.9718E+04,       9.3850E+01        
2.0000E-01,       6.3389E+06,       2.8388E+05,       2.0801E+02,       7.1256E+00,       6.0000E-01,       5.1460E-02,       2.1000E+01,       0.0000E+00,       1.3442E+04,       2.4548E+03,       4.1822E+03,       2.0070E+04,       9.5150E+01        
2.0000E-01,       6.5123E+06,       2.4617E+05,       2.1666E+02,       6.3799E+00,       6.0000E-01,       5.4780E-02,       2.1000E+01,       0.0000E+00,       1.3850E+04,       2.7516E+03,       4.3417E+03,       2.0612E+04,       9.5700E+01        
2.0000E-01,       6.6223E+06,       2.7372E+05,       2.2202E+02,       6.6548E+00,       6.0000E-01,       5.8100E-02,       2.1000E+01,       0.0000E+00,       1.4157E+04,       2.9842E+03,       4.4385E+03,       2.1053E+04,       1.0005E+02        
2.0000E-01,       6.9580E+06,       3.1083E+05,       2.0731E+02,       7.1016E+01,       6.0000E-01,       6.1420E-02,       2.0900E+01,       3.0779E-01,       1.4770E+04,       3.2999E+03,       4.6333E+03,       2.1831E+04,       1.0205E+02        
2.0000E-01,       7.5943E+06,       3.6272E+05,       1.5222E+02,       1.1463E+02,       6.0000E-01,       6.4740E-02,       2.0550E+01,       6.8633E-01,       1.4722E+04,       3.5708E+03,       4.7410E+03,       2.1831E+04,       1.0405E+02        
2.0000E-01,       7.3196E+06,       5.1703E+05,       3.5893E+01,       8.7662E+01,       6.0000E-01,       6.8060E-02,       1.9550E+01,       8.8704E-01,       1.4225E+04,       3.8343E+03,       4.7912E+03,       2.1261E+04,       1.0205E+02        
2.0000E-01,       6.5323E+06,       7.5875E+05,       1.1635E+01,       5.2035E+01,       6.0000E-01,       7.1380E-02,       1.8600E+01,       1.0463E+00,       1.3288E+04,       4.0484E+03,       4.7699E+03,       2.0162E+04,       9.8900E+01        
2.0000E-01,       5.7508E+06,       1.6916E+05,       1.6417E+02,       3.2970E+00,       6.2500E-01,       8.3000E-03,       2.1000E+01,       0.0000E+00,       1.0748E+04,       3.1470E+02,       3.2915E+03,       1.6093E+04,       7.8550E+01        
2.0000E-01,       5.4784E+06,       2.1236E+05,       1.6721E+02,       3.2527E+00,       6.2500E-01,       1.1620E-02,       2.1000E+01,       0.0000E+00,       1.1024E+04,       4.3610E+02,       3.3402E+03,       1.6445E+04,       7.5450E+01        
2.0000E-01,       5.3191E+06,       2.0411E+05,       1.7057E+02,       3.4731E+00,       6.2500E-01,       1.4940E-02,       2.1000E+01,       0.0000E+00,       1.1214E+04,       5.8880E+02,       3.4167E+03,       1.6744E+04,       7.9600E+01        
2.0000E-01,       5.4628E+06,       1.7973E+05,       1.7410E+02,       3.1174E+00,       6.2500E-01,       1.8260E-02,       2.1000E+01,       0.0000E+00,       1.1527E+04,       7.3090E+02,       3.5022E+03,       1.7129E+04,       8.2700E+01        
2.0000E-01,       5.6612E+06,       1.9631E+05,       1.8044E+02,       5.4187E+00,       6.2500E-01,       2.1580E-02,       2.1000E+01,       0.0000E+00,       1.1889E+04,       9.1005E+02,       3.6127E+03,       1.7570E+04,       8.3700E+01        
2.0000E-01,       5.6944E+06,       2.4587E+05,       1.8288E+02,       4.2183E+00,       6.2500E-01,       2.4900E-02,       2.1000E+01,       0.0000E+00,       1.2120E+04,       1.0777E+03,       3.6649E+03,       1.7904E+04,       8.4800E+01        
2.0000E-01,       5.8528E+06,       2.0098E+05,       1.8814E+02,       4.5557E+00,       6.2500E-01,       2.8220E-02,       2.1000E+01,       0.0000E+00,       1.2397E+04,       1.2483E+03,       3.7680E+03,       1.8285E+04,       8.9900E+01        
2.0000E-01,       7.5204E+06,       3.4027E+05,       1.9193E+02,       3.3824E+00,       6.2500E-01,       3.1540E-02,       2.1000E+01,       0.0000E+00,       1.2560E+04,       1.4306E+03,       3.8465E+03,       1.8529E+04,       8.8700E+01        
2.0000E-01,       1.3562E+07,       2.7885E+05,       1.9781E+02,       5.0660E+00,       6.2500E-01,       3.4860E-02,       2.1000E+01,       0.0000E+00,       1.3051E+04,       1.6383E+03,       3.9702E+03,       1.9134E+04,       9.0600E+01        
2.0000E-01,       6.9503E+06,       2.6146E+05,       2.0363E+02,       5.3315E+00,       6.2500E-01,       3.8180E-02,       2.1000E+01,       0.0000E+00,       1.3431E+04,       1.8588E+03,       4.0737E+03,       1.9641E+04,       9.3300E+01        
2.0000E-01,       6.5655E+06,       2.4983E+05,       2.0962E+02,       3.9126E+00,       6.2500E-01,       4.1500E-02,       2.1000E+01,       0.0000E+00,       1.3798E+04,       2.0792E+03,       4.1885E+03,       2.0115E+04,       9.8000E+01        
2.0000E-01,       6.6348E+06,       2.6154E+05,       2.1378E+02,       4.5083E+00,       6.2500E-01,       4.4820E-02,       2.1000E+01,       0.0000E+00,       1.4018E+04,       2.3066E+03,       4.2643E+03,       2.0491E+04,       9.7900E+01        
2.0000E-01,       7.0865E+06,       2.9441E+05,       2.2171E+02,       6.2401E+00,       6.2500E-01,       4.8140E-02,       2.1000E+01,       0.0000E+00,       1.4517E+04,       2.5651E+03,       4.4531E+03,       2.1077E+04,       9.6750E+01        
2.0000E-01,       7.0410E+06,       3.8440E+05,       2.0609E+02,       7.0725E+01,       6.2500E-01,       5.1460E-02,       2.0900E+01,       3.0779E-01,       1.5011E+04,       2.8996E+03,       4.5949E+03,       2.1750E+04,       1.0295E+02        
2.0000E-01,       7.1081E+06,       2.8073E+05,       1.7342E+02,       1.0282E+02,       6.2500E-01,       5.4780E-02,       2.0650E+01,       6.7082E-01,       1.5147E+04,       3.1056E+03,       4.6730E+03,       2.1914E+04,       1.0215E+02        
2.0000E-01,       6.9942E+06,       3.2187E+05,       2.3500E+01,       7.2333E+01,       6.2500E-01,       5.8100E-02,       1.9900E+01,       5.5251E-01,       1.5125E+04,       3.4032E+03,       4.7885E+03,       2.1958E+04,       1.0465E+02        
2.0000E-01,       6.5277E+06,       4.4932E+05,       1.1502E+01,       5.1439E+01,       6.2500E-01,       6.1420E-02,       1.9100E+01,       8.5224E-01,       1.4352E+04,       3.5963E+03,       4.8212E+03,       2.1028E+04,       9.8850E+01        
2.0000E-01,       5.8033E+06,       3.4181E+05,       0.0000E+00,       0.0000E+00,       6.2500E-01,       6.4740E-02,       1.7850E+01,       5.8714E-01,       1.3243E+04,       3.8400E+03,       4.7843E+03,       1.9736E+04,       9.8550E+01        
2.0000E-01,       5.0316E+06,       6.1553E+05,       0.0000E+00,       0.0000E+00,       6.2500E-01,       6.8060E-02,       1.6950E+01,       9.4451E-01,       1.2159E+04,       4.0654E+03,       4.8011E+03,       1.8347E+04,       8.9700E+01        
2.0000E-01,       4.3826E+06,       7.2467E+05,       0.0000E+00,       0.0000E+00,       6.2500E-01,       7.1380E-02,       1.5750E+01,       1.1642E+00,       1.1108E+04,       4.2895E+03,       4.7811E+03,       1.7115E+04,       8.2650E+01        
